NAC_ID,VOLUME_ID,URL,PRODUCT_ID,PRODUCT_VERSION_ID,ORBIT_NUMBER,SLEW_ANGLE,MISSION_PHASE_NAME,DATA_QUALITY_ID,START_TIME,STOP_TIME,IMAGE_LINES,LINE_SAMPLES,SAMPLE_BITS,SCALED_PIXEL_WIDTH,SCALED_PIXEL_HEIGHT,RESOLUTION,EMMISSION_ANGLE,INCIDENCE_ANGLE,PHASE_ANGLE,NORTH_AZIMUTH,SUB_SOLAR_AZIMUTH,SUB_SOLAR_LATITUDE,SUB_SOLAR_LONGITUDE,SUB_SPACECRAFT_LATITUDE,SUB_SPACECRAFT_LONGITUDE,SOLAR_DISTANCE,SOLAR_LONGITUDE,CENTER_LATITUDE,CENTER_LONGITUDE,UPPER_RIGHT_LATITUDE,UPPER_RIGHT_LONGITUDE,LOWER_RIGHT_LATITUDE,LOWER_RIGHT_LONGITUDE,LOWER_LEFT_LATITUDE,LOWER_LEFT_LONGITUDE,UPPER_LEFT_LATITUDE,UPPER_LEFT_LONGITUDE,SPACECRAFT_ALTITUDE,TARGET_CENTER_DISTANCE,ORBIT_NODE,LRO_FLIGHT_DIRECTION
249,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015197/NAC/M1191706500LC.IMG""","""M1191706500LC""","""v1.9""",27350,   0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-07-16 17:20:33.435""","""2015-07-16 17:21:20.69""",52224,5064,16,  1.38,  1.33,1.357,1.78,43.71,45.04,86.25,222.91, -1.45,176.55, 32.49,205.85,151665903.2,287.36, 32.48,205.70, 33.64,205.76, 31.34,205.90, 31.32,205.63, 33.63,205.49, 138.21,1875.54,A,-X
250,"""LROLRC_1005""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1005/DATA/SCI/2010305/NAC/M143270188RC.IMG""","""M143270188RC""","""v1.9""",6247,  -0.009,"""SCIENCE MISSION""",0,"""2010-11-01 17:02:01.197""","""2010-11-01 17:02:21.593""",52224,5064,16,  0.59,  0.62,0.603,1.14,40.28,39.28,268.07,212.15, -1.25,239.22,-25.94,206.19,148297784.6,306.15,-25.95,206.15,-25.41,206.10,-26.48,206.10,-26.48,206.20,-25.41,206.21,  58.72,1796.21,D,+X
251,"""LROLRC_1030""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1030/DATA/ESM3/2017052/NAC/M1242309177LC.IMG""","""M1242309177LC""","""v1.9""",34545,   0.063,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2017-02-21 09:38:29.824""","""2017-02-21 09:39:03.65""",52224,5064,16,  0.96,  1.00,0.979,1.74,40.48,41.84,276.24,218.07,  0.02,238.61,-25.57,206.01,147774809.4,179.34,-25.57,206.11,-26.43,205.97,-24.71,206.07,-24.72,206.25,-26.44,206.14,  95.77,1833.25,D,-X
252,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012256/NAC/M1102123664RC.IMG""","""M1102123664RC""","""v1.9""",14745,  -0.011,"""SCIENCE MISSION""",0,"""2012-09-12 21:13:17.007""","""2012-09-12 21:13:43.67""",52224,5064,16,  1.51,  0.75,1.128,1.19,26.96,26.69,88.97,259.25, -1.44,215.10, 25.24,218.92,150235617.6,292.23, 25.25,219.03, 25.90,219.15, 24.61,219.18, 24.61,218.91, 25.89,218.87, 151.05,1888.44,A,-X
253,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015223/NAC/M1193976711LC.IMG""","""M1193976711LC""","""v1.9""",27673,   0.007,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-08-11 23:57:24.127""","""2015-08-11 23:57:56.61""",52224,5064,16,  1.33,  0.92,1.123,1.77,26.56,26.95,85.95,260.12, -1.05,215.56, 25.33,218.99,151273811.1,315.85, 25.32,218.85, 26.12,218.92, 24.53,219.02, 24.52,218.78, 26.11,218.68, 132.50,1869.89,A,-X
254,"""LROLRC_1003""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1003/DATA/MAP/2010127/NAC/M127837325RC.IMG""","""M127837325RC""","""v1.9""",3973,   0.007,"""NOMINAL MISSION""",0,"""2010-05-07 02:07:38.935""","""2010-05-07 02:07:57.989""",52224,5064,16,  0.54,  0.58,0.56,1.14,39.3,38.2,269.16,167.02,  1.32,260.05, 12.24,222.00,150870453.1,125.65, 12.24,221.97, 11.73,221.92, 12.74,221.92, 12.74,222.01, 11.73,222.01,  53.77,1791.28,A,-X
255,"""LROLRC_1034""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1034/DATA/ESM3/2018040/NAC/M1272789396LC.IMG""","""M1272789396LC""","""v1.9""",38880,   0.011,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2018-02-09 04:22:09.038""","""2018-02-09 04:22:41.520""",52224,5064,16,  1.00,  0.96,0.976,1.74,37.34,39.04,275.45,167.64, -0.18,257.66, 11.85,221.95,147479741.0,186.85, 11.85,222.05, 11.03,221.91, 12.68,222.02, 12.66,222.19, 11.02,222.08,  99.54,1837.04,A,-X
256,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012256/NAC/M1102087866LC.IMG""","""M1102087866LC""","""v1.9""",14740,   0.004,"""SCIENCE MISSION""",0,"""2012-09-12 11:16:39.395""","""2012-09-12 11:16:58.739""",37888,5064,16,  1.56,  0.74,1.152,1.79,30.98,31.34,87.15,261.04, -1.44,220.17, 29.31,224.27,150273147.9,292.38, 29.30,224.10, 29.77,224.23, 28.84,224.26, 28.83,223.97, 29.76,223.93, 156.24,1893.63,A,-X
257,"""LROLRC_1020""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1020/DATA/ESM/2014234/NAC/M1163336867LC.IMG""","""M1163336867LC""","""v1.9""",23348,   0.007,"""EXTENDED SCIENCE MISSION""",0,"""2014-08-22 08:53:19.765""","""2014-08-22 08:53:57.172""",52224,5064,16,  1.47,  1.05,1.259,1.79,30.93,31.4,86.1,256.93, -1.23,218.50, 29.26,224.14,150983751.4,307.88, 29.25,223.98, 30.16,224.06, 28.35,224.17, 28.34,223.89, 30.15,223.78, 146.84,1884.23,A,-X
258,"""LROLRC_1018""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1018/DATA/ESM/2014056/NAC/M1148006820RC.IMG""","""M1148006820RC""","""v1.9""",21194,  -0.135,"""EXTENDED SCIENCE MISSION""",0,"""2014-02-25 22:32:32.746""","""2014-02-25 22:32:54.932""",52224,5064,16,  0.65,  0.68,0.665,1.15,47.2,47.0,96.31,97.57,  1.21,224.42,-45.93,226.98,147864439.9,127.02,-45.93,227.04,-46.52,227.06,-45.35,227.17,-45.34,227.01,-46.52,226.91,  65.29,1802.69,D,+X
259,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015046/NAC/M1178614907RC.IMG""","""M1178614907RC""","""v1.9""",25497,  -0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-02-15 04:47:19.931""","""2015-02-15 04:47:44.804""",52224,5064,16,  0.71,  0.76,0.735,1.15,47.0,46.97,96.93,96.77,  1.10,225.48,-45.88,227.01,147527391.5,133.77,-45.88,227.07,-46.54,227.09,-45.23,227.22,-45.22,227.05,-46.53,226.92,  71.52,1808.92,D,+X
260,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012256/NAC/M1102117302LC.IMG""","""M1102117302LC""","""v1.9""",14744,   0.007,"""SCIENCE MISSION""",0,"""2012-09-12 19:27:15.461""","""2012-09-12 19:27:42.124""",52224,5064,16,  0.97,  0.79,0.881,1.74,13.12,13.82,86.46,110.69, -1.44,216.00,-13.62,221.02,150242137.2,292.26,-13.62,220.93,-12.94,220.99,-14.30,221.03,-14.31,220.86,-12.94,220.83,  96.88,1834.27,D,-X
261,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015224/NAC/M1193977491RC.IMG""","""M1193977491RC""","""v1.9""",27673,   0.008,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-08-12 00:10:24.35""","""2015-08-12 00:10:49.473""",44032,5064,16,  0.87,  0.89,0.877,1.16,13.7,13.41,88.44,110.88, -1.05,215.45,-13.64,220.88,151273204.0,315.85,-13.63,220.93,-12.98,220.98,-14.27,221.04,-14.28,220.89,-12.99,220.83,  86.91,1824.30,D,-X
262,"""LROLRC_1014""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1014/DATA/ESM/2013066/NAC/M1117338370LC.IMG""","""M1117338370LC""","""v1.9""",16880,  -0.006,"""EXTENDED SCIENCE MISSION""",0,"""2013-03-07 23:31:42.73""","""2013-03-07 23:32:09.393""",52224,5064,16,  0.83,  0.80,0.814,1.73,21.17,21.58,90.1,101.57,  1.33,231.82,-19.59,235.27,148253342.9,120.38,-19.58,235.19,-20.28,235.23,-18.89,235.29,-18.89,235.14,-20.27,235.09,  82.56,1819.95,D,+X
263,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015045/NAC/M1178572765LC.IMG""","""M1178572765LC""","""v1.9""",25491,  -0.007,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-02-14 17:04:57.781""","""2015-02-14 17:05:28.921""",52224,5064,16,  0.90,  0.93,0.913,1.73,21.08,21.56,91.04,103.79,  1.11,231.42,-19.64,235.31,147544959.4,133.77,-19.64,235.22,-20.45,235.25,-18.84,235.35,-18.83,235.19,-20.44,235.10,  89.61,1827.00,D,+X
264,"""LROLRC_1017""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1017/DATA/ESM/2013271/NAC/M1134984043RC.IMG""","""M1134984043RC""","""v1.9""",19363,  -0.007,"""EXTENDED SCIENCE MISSION""",0,"""2013-09-28 05:06:16.459""","""2013-09-28 05:07:09.809""",51200,5064,16,  1.65,  1.50,1.576,1.21,49.54,49.11,265.89,115.51, -0.86,258.55, 44.92,237.33,149821649.0,327.87, 44.90,237.18, 46.16,236.87, 43.63,237.09, 43.64,237.47, 46.18,237.27, 165.80,1903.25,A,+X
265,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015073/NAC/M1180940518RC.IMG""","""M1180940518RC""","""v1.9""",25825,   0.008,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-03-14 02:47:31.471""","""2015-03-14 02:48:17.082""",48128,5064,16,  1.40,  1.39,1.396,1.2,48.33,47.77,273.62,122.59,  0.47,257.86, 45.26,237.44,148676132.2,162.35, 45.26,237.32, 44.16,237.04, 46.38,237.26, 46.36,237.60, 44.14,237.37, 140.34,1877.79,A,-X
266,"""LROLRC_1011""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1011/DATA/SCI/2012104/NAC/M189000664RC.IMG""","""M189000664RC""","""v1.9""",12909,   0.005,"""SCIENCE MISSION""",0,"""2012-04-13 23:56:37.126""","""2012-04-13 23:57:03.789""",52224,5064,16,  1.17,  0.77,0.972,1.18,26.84,25.71,270.64,167.52,  1.02,270.38,  8.22,244.49,150002379.4,140.92,  8.22,244.42,  7.55,244.30,  8.89,244.34,  8.88,244.53,  7.55,244.49, 117.33,1854.81,A,-X
267,"""LROLRC_1026""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1026/DATA/ESM2/2016061/NAC/M1211476949RC.IMG""","""M1211476949RC""","""v1.9""",30162,   0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-03-01 13:08:01.968""","""2016-03-01 13:08:22.129""",30720,5064,16,  1.00,  1.01,1.003,1.17,25.75,24.64,272.4,166.62,  0.29,269.12,  8.29,244.61,148284027.5,169.46,  8.29,244.55,  7.78,244.43,  8.81,244.49,  8.80,244.66,  7.78,244.60, 100.05,1837.53,A,-X
268,"""LROLRC_1016""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1016/DATA/ESM/2013243/NAC/M1132604343RC.IMG""","""M1132604343RC""","""v1.9""",19028,   0.007,"""EXTENDED SCIENCE MISSION""",0,"""2013-08-31 16:04:36.037""","""2013-08-31 16:04:59.564""",46080,5064,16,  0.83,  0.80,0.815,1.16,22.8,22.43,88.98,113.7, -1.38,234.60,-22.07,244.40,150759096.9,300.48,-22.06,244.46,-21.45,244.51,-22.67,244.56,-22.67,244.42,-21.45,244.36,  83.25,1820.63,D,-X
269,"""LROLRC_1020""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1020/DATA/ESM/2014233/NAC/M1163224051RC.IMG""","""M1163224051RC""","""v1.9""",23332,   0.007,"""EXTENDED SCIENCE MISSION""",0,"""2014-08-21 01:33:03.964""","""2014-08-21 01:33:26.802""",47104,5064,16,  0.89,  0.75,0.821,1.16,22.92,22.56,88.51,113.32, -1.24,234.48,-22.03,244.36,151092529.5,308.36,-22.02,244.42,-21.43,244.47,-22.60,244.53,-22.61,244.37,-21.43,244.31,  88.93,1826.31,D,-X
270,"""LROLRC_1010""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1010/DATA/SCI/2012050/NAC/M184276218RC.IMG""","""M184276218RC""","""v1.9""",12248,  -0.009,"""SCIENCE MISSION""",0,"""2012-02-19 07:35:51.788""","""2012-02-19 07:36:42.624""",52224,5064,16,  1.45,  1.43,1.443,1.2,42.96,42.04,92.65,223.6,  1.51,216.41, 33.62,246.80,147548156.7, 85.27, 33.62,246.91, 32.38,247.00, 34.85,247.11, 34.86,246.82, 32.39,246.72, 145.75,1883.08,A,+X
271,"""LROLRC_1030""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1030/DATA/ESM3/2016361/NAC/M1237359177LC.IMG""","""M1237359177LC""","""v1.9""",33842,  -0.009,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2016-12-26 02:38:30.615""","""2016-12-26 02:39:12.946""",52224,5064,16,  1.22,  1.21,1.214,1.76,43.0,44.27,93.66,225.27,  1.37,215.30, 32.61,246.86,146798480.3,119.18, 32.62,246.73, 31.56,246.75, 33.66,246.94, 33.68,246.70, 31.58,246.52, 121.38,1858.71,A,+X
272,"""LROLRC_1030""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1030/DATA/ESM3/2016361/NAC/M1237359177RC.IMG""","""M1237359177RC""","""v1.9""",33842,  -0.009,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2016-12-26 02:38:30.615""","""2016-12-26 02:39:12.946""",52224,5064,16,  1.21,  1.21,1.212,1.18,43.14,42.24,95.02,223.96,  1.37,215.30, 32.61,246.86,146798480.3,119.18, 32.61,246.95, 31.56,246.98, 33.65,247.17, 33.67,246.93, 31.57,246.75, 121.38,1858.71,A,+X
273,"""LROLRC_1014""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1014/DATA/ESM/2013065/NAC/M1117188914RC.IMG""","""M1117188914RC""","""v1.9""",16859,   0.446,"""EXTENDED SCIENCE MISSION""",0,"""2013-03-06 06:00:46.894""","""2013-03-06 06:01:05.7""",40960,5064,16,  0.69,  0.74,0.712,0.95,35.22,34.77,94.25,100.04,  1.35,252.91,-33.64,256.99,148313407.0,120.20,-33.66,257.03,-34.15,257.07,-33.15,257.14,-33.14,257.00,-34.14,256.94,  68.90,1806.29,D,+X
274,"""LROLRC_1026""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1026/DATA/ESM2/2016033/NAC/M1209021639LC.IMG""","""M1209021639LC""","""v1.9""",29812,  -0.013,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-02-02 03:06:11.803""","""2016-02-02 03:06:26.925""",37888,5064,16,  0.60,  0.64,0.62,1.7,34.76,35.04,91.52,97.91,  1.02,254.89,-33.69,257.08,147339407.9,140.81,-33.69,257.01,-34.09,257.04,-33.29,257.11,-33.28,256.99,-34.08,256.92,  59.94,1797.34,D,+X
275,"""LROLRC_1015""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1015/DATA/ESM/2013087/NAC/M1119079441RC.IMG""","""M1119079441RC""","""v1.9""",17126,   0.006,"""EXTENDED SCIENCE MISSION""",0,"""2013-03-28 03:09:34.444""","""2013-03-28 03:10:01.107""",52224,5064,16,  1.25,  0.77,1.009,1.19,26.9,26.26,270.53,128.25,  1.04,346.26, 23.21,330.65,149681535.4,140.99, 23.21,330.56, 22.55,330.43, 23.87,330.46, 23.87,330.69, 22.55,330.66, 125.29,1862.73,A,-X
276,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015242/NAC/M1195607205LC.IMG""","""M1195607205LC""","""v1.9""",27905,  -0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-08-30 20:52:17.84""","""2015-08-30 20:52:37.169""",27648,5064,16,  1.08,  1.06,1.069,1.75,27.63,28.54,268.77,119.73, -0.64,345.04, 23.15,330.50,151380379.0,337.60, 23.15,330.61, 23.63,330.49, 22.66,330.54, 22.67,330.73, 23.64,330.69, 107.42,1844.86,A,+X
277,"""LROLRC_1010""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1010/DATA/SCI/2012072/NAC/M186211746RC.IMG""","""M186211746RC""","""v1.9""",12518,  -0.005,"""SCIENCE MISSION""",0,"""2012-03-12 17:14:39.304""","""2012-03-12 17:15:00.595""",52224,5064,16,  0.61,  0.66,0.634,1.14,48.47,48.39,94.62,98.93,  1.47,303.76,-46.80,308.70,148866288.0,109.59,-46.80,308.75,-47.37,308.80,-46.23,308.86,-46.23,308.71,-47.36,308.66,  61.25,1798.64,D,+X
278,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015040/NAC/M1178081835RC.IMG""","""M1178081835RC""","""v1.9""",25422,  -0.006,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-02-09 00:42:48.08""","""2015-02-09 00:43:07.993""",45056,5064,16,  0.66,  0.71,0.682,1.15,48.58,48.38,96.47,105.01,  1.25,300.55,-46.80,308.67,147809676.0,130.96,-46.80,308.73,-47.33,308.76,-46.28,308.86,-46.27,308.70,-47.32,308.60,  65.80,1803.18,D,+X
279,"""LROLRC_1014""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1014/DATA/ESM/2013031/NAC/M1114269957LC.IMG""","""M1114269957LC""","""v1.9""",16448,  -0.493,"""EXTENDED SCIENCE MISSION""",0,"""2013-01-31 11:11:30.108""","""2013-01-31 11:11:56.771""",52224,5064,16,  0.96,  0.79,0.875,1.81,41.23,43.02,89.67,172.36,  1.52,303.95, -6.14,344.62,147636831.2, 83.02, -6.11,344.53, -6.80,344.60, -5.43,344.63, -5.43,344.47, -6.80,344.44,  95.77,1833.05,D,+X
280,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015010/NAC/M1175510087RC.IMG""","""M1175510087RC""","""v1.9""",25060,  -0.008,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-01-10 06:20:20.367""","""2015-01-10 06:20:55.088""",52224,5064,16,  0.98,  1.03,1.004,1.17,42.62,41.47,93.46,173.53,  1.56,302.50, -5.83,344.48,147341272.1, 99.79, -5.83,344.54, -6.72,344.59, -4.94,344.66, -4.94,344.49, -6.71,344.43,  97.95,1835.23,D,+X
281,"""LROLRC_1010""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1010/DATA/SCI/2012072/NAC/M186163167RC.IMG""","""M186163167RC""","""v1.9""",12512,  -0.009,"""SCIENCE MISSION""",0,"""2012-03-12 03:44:59.962""","""2012-03-12 03:45:26.625""",52224,5064,16,  1.41,  0.75,1.083,1.2,26.95,26.58,91.87,253.86,  1.48,310.59, 27.42,318.12,148882174.5,108.56, 27.42,318.22, 26.77,318.34, 28.07,318.37, 28.08,318.10, 26.77,318.08, 141.51,1878.89,A,+X
282,"""LROLRC_1018""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1018/DATA/ESM/2014050/NAC/M1147431972LC.IMG""","""M1147431972LC""","""v1.9""",21114,  -0.010,"""EXTENDED SCIENCE MISSION""",0,"""2014-02-19 06:51:45.623""","""2014-02-19 06:52:21.239""",52224,5064,16,  1.32,  1.01,1.165,1.77,28.72,29.52,91.35,245.47,  1.36,305.39, 27.34,318.31,148141634.7,122.73, 27.35,318.17, 26.47,318.25, 28.22,318.32, 28.23,318.07, 26.47,318.01, 131.60,1868.97,A,+X
283,"""LROLRC_1010""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1010/DATA/SCI/2012056/NAC/M184782867RC.IMG""","""M184782867RC""","""v1.9""",12318,  -0.007,"""SCIENCE MISSION""",0,"""2012-02-25 04:20:00.291""","""2012-02-25 04:20:21.94""",31744,5064,16,  1.02,  1.05,1.031,1.17,25.62,24.57,92.17,158.45,  1.55,144.88, -8.69,168.38,147745700.9, 82.68, -8.69,168.44, -9.24,168.52, -8.14,168.54, -8.14,168.37, -9.24,168.35, 101.84,1839.17,D,+X
284,"""LROLRC_1026""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1026/DATA/ESM2/2016012/NAC/M1207263918LC.IMG""","""M1207263918LC""","""v1.9""",29562,  -0.004,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-01-12 18:50:50.881""","""2016-01-12 18:51:06.146""",25600,5064,16,  0.89,  0.93,0.909,1.73,28.13,29.79,90.8,162.94,  1.37,142.02, -8.72,168.46,146827353.2,110.55, -8.72,168.38, -9.11,168.44, -8.33,168.47, -8.32,168.32, -9.11,168.29,  89.18,1826.50,D,+X
285,"""LROLRC_1013""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1013/DATA/ESM/2012303/NAC/M1106109637LC.IMG""","""M1106109637LC""","""v1.9""",15303,  -0.009,"""EXTENDED SCIENCE MISSION""",0,"""2012-10-29 00:26:10.145""","""2012-10-29 00:26:16.942""",13312,5064,16,  1.36,  0.76,1.058,1.77,47.44,49.03,270.02,152.91, -0.55, 12.60, 24.46,330.83,148982457.4,340.93, 24.46,330.97, 24.63,330.85, 24.29,330.85, 24.30,331.10, 24.63,331.09, 135.62,1873.13,A,+X
286,"""LROLRC_1019""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1019/DATA/ESM/2014103/NAC/M1152058525RC.IMG""","""M1152058525RC""","""v1.9""",21764,   0.098,"""EXTENDED SCIENCE MISSION""",0,"""2014-04-13 20:00:58.589""","""2014-04-13 20:01:44.501""",52224,5064,16,  1.31,  1.31,1.309,1.21,46.89,45.85,271.11,158.47,  0.17, 12.92, 23.47,331.05,150385711.7,174.13, 23.46,330.96, 22.33,330.80, 24.60,330.88, 24.59,331.12, 22.32,331.04, 131.26,1868.77,A,-X
287,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012247/NAC/M1101302821LC.IMG""","""M1101302821LC""","""v1.9""",14630,   0.005,"""SCIENCE MISSION""",0,"""2012-09-03 09:12:33.728""","""2012-09-03 09:13:00.391""",52224,5064,16,  0.98,  0.79,0.883,1.74,15.18,16.85,87.12,163.53, -1.53,331.04, -5.71,345.76,151213923.8,285.69, -5.71,345.67, -5.03,345.74, -6.40,345.76, -6.40,345.60, -5.03,345.57,  97.51,1834.87,D,-X
288,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015214/NAC/M1193162062LC.IMG""","""M1193162062LC""","""v1.9""",27557,   0.004,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-08-02 13:39:54.987""","""2015-08-02 13:40:22.097""",52224,5064,16,  0.76,  0.82,0.79,1.72,15.61,17.25,85.95,161.57, -1.23,330.75, -5.72,345.80,152131575.4,310.85, -5.73,345.73, -5.02,345.77, -6.43,345.82, -6.44,345.70, -5.02,345.64,  76.12,1813.48,D,-X
289,"""LROLRC_1014""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1014/DATA/ESM/2013068/NAC/M1117452950LC.IMG""","""M1117452950LC""","""v1.9""",16897,  -0.011,"""EXTENDED SCIENCE MISSION""",0,"""2013-03-09 07:21:22.998""","""2013-03-09 07:21:44.433""",41984,5064,16,  1.33,  0.76,1.041,1.77,25.44,25.73,91.07,263.34,  1.31,215.64, 26.47,219.73,148230817.9,120.13, 26.47,219.59, 25.94,219.70, 27.00,219.73, 27.00,219.49, 25.95,219.45, 132.41,1869.80,A,+X
290,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015047/NAC/M1178694484RC.IMG""","""M1178694484RC""","""v1.9""",25509,  -0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-02-16 02:53:36.99""","""2015-02-16 02:54:10.39""",46080,5064,16,  1.32,  1.08,1.202,1.19,24.73,24.47,93.58,260.09,  1.08,214.25, 25.29,219.35,147501988.5,133.72, 25.29,219.44, 24.46,219.52, 26.11,219.61, 26.12,219.36, 24.47,219.28, 132.75,1870.14,A,+X
291,"""LROLRC_1011""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1011/DATA/SCI/2012096/NAC/M188293415LC.IMG""","""M188293415LC""","""v1.9""",12810,   0.007,"""SCIENCE MISSION""",32,"""2012-04-05 19:29:08.287""","""2012-04-05 19:29:30.768""",44032,5064,16,  1.45,  0.75,1.099,1.78,33.25,34.26,272.52,123.45,  1.21, 10.01, 30.23,352.76,150043047.3,130.15, 30.22,352.92, 29.68,352.77, 30.77,352.79, 30.77,353.07, 29.67,353.05, 144.52,1881.96,A,-X
292,"""LROLRC_1030""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1030/DATA/ESM3/2017041/NAC/M1241367823LC.IMG""","""M1241367823LC""","""v1.9""",34412,   0.057,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2017-02-10 12:09:15.299""","""2017-02-10 12:09:58.483""",52224,5064,16,  1.18,  1.22,1.2,1.76,34.06,35.19,274.83,127.09,  0.29, 11.03, 29.67,352.78,148003138.5,170.02, 29.66,352.91, 28.61,352.73, 30.72,352.87, 30.71,353.10, 28.60,352.95, 117.83,1855.28,A,-X
